ID	baseMean	log2FoldChange	padj	Label
AC010530.1	0.8	2	1	-
AL359881.3	1.4	1.2	1	-
AC104109.2	2.6	0.1	1	-
AC018695.4	1.7	-0.7	1	-
AC104695.3	3.6	-0.6	1	-
AC008738.6	1.2	0.2	1	-
AC079880.1	0.8	-0.7	1	-
AC011468.4	0.6	0.2	1	-
AC093668.1	1.6	-1.1	1	-
AC096720.1	1.5	1.2	1	-
NDUFB8P2	1.7	1.5	1	-
AC104819.3	1.8	0	1	-
AC079880.2	0.6	0.9	1	-
AL121758.1	2.6	1.1	1	-
PHACTR2P1	2.7	-0.6	1	-
BORCS7-ASMT	8	20	1	-
AC092053.1	1.3	1.5	1	-
AC011458.1	0.6	1	1	-
AC090950.1	1.8	0	1	-
AL136084.3	1.3	0.6	1	-
AC099343.2	2.7	-0.6	1	-
NRBF2P5	0.9	0.2	1	-
H3F3AP2	5.5	-0.4	1	-
AC093424.1	1.2	1.1	1	-
BNIP3P37	1.2	0.9	1	-
AC026367.1	2.4	0	1	-
AC110048.1	3.7	0	1	-
AC137695.1	1.1	-0.7	1	-
BX322635.1	3.6	0.2	1	-
AP000811.1	2.5	-0.6	1	-
AC008626.1	0.8	0.3	1	-
LINC01235	1.1	0	1	-
AC013731.1	2.8	0.2	1	-
AC025449.1	4.6	-0.5	1	-
AC097634.1	3.5	1.4	1	-
AC007681.1	1.3	-1.5	1	-
AP000787.2	1.7	-2.7	1	-
AL445435.1	1.7	-0.6	1	-
AC046185.2	2.9	0.6	1	-
HCG17	0.9	1.6	1	-
AC011451.2	1.2	-1.4	1	-
URGCP-MRPS24	3.5	5.1	1	-
AL023806.1	2.5	0	1	-
AC079610.2	1.6	0.2	1	-
MARK2P16	2.9	-0.6	1	-
YTHDF3-AS1	3.5	-0.3	1	-
AC095055.1	4	0.6	1	-
BUD13P1	4.1	-4	1	-
AC104785.1	1.9	-0.9	1	-
FBXW7-AS1	0.5	-0.5	1	-
AL136141.1	0.9	0.9	1	-
AD001527.1	0.8	0	1	-
AL355353.1	1.5	-1.6	1	-
GAS2L2	1	-1.7	1	-
AC137695.2	1.4	-0.5	1	-
AP000436.1	1.4	1.3	1	-
AL050403.2	1	-0.8	1	-
AC004987.4	0.8	-2.3	1	-
AC005776.1	0.4	-2.5	1	-
AC022400.4	1.5	-0.7	1	-
LINC00221	2.5	0.4	1	-
AC092032.1	0.6	-2.9	1	-
AC007938.2	2.1	0.9	1	-
DDX55P1	0.9	0.7	1	-
AC067773.1	0.7	-1.1	1	-
ZNF30-AS1	1	-0.1	1	-
AL136038.4	0.6	0.4	1	-
AC015849.4	0.9	0.5	1	-
HNRNPA3P9	3.4	0	1	-
AL161911.1	1.1	0.9	1	-
AC108451.2	1.4	0	1	-
TAS2R6P	3	0.6	1	-
AC010719.1	0.6	1.5	1	-
AL033381.2	0.7	0.9	1	-
RAP2CP1	2	0.9	1	-
AL121917.2	0.9	0.5	1	-
AC007938.3	6.1	1.3	1	-
AC092944.2	0.5	2.4	1	-
AL589674.1	2.2	-0.6	1	-
HMGB1P51	0.8	2.1	1	-
AC005034.4	2.4	-0.9	1	-
AC129492.6	0.8	0.3	1	-
AC011475.1	3.2	1	1	-
AC010680.3	2.6	-0.3	1	-
AC239600.1	1.9	0.2	1	-
AC020907.4	3.2	0	1	-
AL512631.1	1.3	2.1	1	-
AC020910.3	1.2	1	1	-
AC027644.2	3	-0.5	1	-
PHBP20	0.7	1.8	1	-
AL139317.4	6.1	0	1	-
CTAGE15	4.6	-0.8	1	-
NAMA	3.3	-1	1	-
BNIP3P28	2.9	-0.3	1	-
AL357315.2	1.6	-0.2	1	-
SCML2P2	3.2	1.1	1	-
AP000526.1	5.5	-2.7	1	-
AC012498.2	0.6	-2	1	-
AC016737.1	2.7	0.3	1	-
RPL23AP88	1.8	4.2	1	-
BOLA2P2	3.7	-1.3	1	-
LINC01109	3.7	0.7	1	-
AL353804.2	0.6	-0.7	1	-
AC099791.2	2.1	-0.7	1	-
MTCO1P22	0.8	-2.3	1	-
LINC01050	0.5	2.4	1	-
AL033384.2	0.8	-0.6	1	-
AL121655.1	2.2	-0.4	1	-
AC010201.1	2.1	0	1	-
AL355297.3	1.6	-0.7	1	-
AL353807.4	0.8	1.5	1	-
ELOCP33	0.9	0	1	-
DPRXP2	1	-2.6	1	-
AP000654.2	0.6	-1	1	-
CTAGE6	0.7	-2.2	1	-
HTATSF1P2	3.5	-0.7	1	-
AL034374.1	2.2	-0.7	1	-
AC012464.3	1.2	-2	1	-
AL161729.3	0.7	-2.1	1	-
AL445228.2	1.7	1	1	-
AP003973.2	2.1	0.2	1	-
AC091167.4	2.2	0	1	-
AC010680.5	0.8	0.2	1	-
AL109936.2	2.4	1	1	-
AL031281.1	0.8	-0.5	1	-
MMP28	5.4	-2.9	1	-
AC011477.6	1.2	3.6	1	-
AC016831.6	1	0.1	1	-
BNIP3P17	1.3	-2.2	1	-
AC009220.3	0.6	0.1	1	-
LINC02427	2.5	0.7	1	-
BNIP3P11	1.4	-0.1	1	-
AL355297.4	4	2.1	1	-
AC018638.7	5.8	-0.4	1	-
AC113139.1	1.1	0.7	1	-
LINC02333	0.8	1	1	-
AC078880.3	2	0.2	1	-
AL583832.1	2.5	0.5	1	-
AL671883.2	4.9	-0.2	1	-
AL139041.1	1.3	0	1	-
AC019072.1	0.5	-0.6	1	-
KRT8P47	0.6	-2.8	1	-
AC097359.3	2.9	2.1	1	-
AL161729.4	4.7	0.2	1	-
AC233280.2	0.7	-0.1	1	-
AC004890.3	1.8	0.1	1	-
DUXAP8	3.6	0	1	-
AC233992.2	2.1	-1.5	1	-
AC017033.1	1	-1	1	-
AC103858.1	4.1	0.1	1	-
AL357054.2	1.2	0.4	1	-
Z98200.1	1.7	0	1	-
AF287957.1	1.9	0.7	1	-
AC005828.6	1	0.4	1	-
AP003392.5	1.3	0.3	1	-
AL355802.2	2.2	-1.6	1	-
AL021368.1	0.9	1.4	1	-
AC139792.1	4.1	-0.7	1	-
AL109930.1	0.6	2.7	1	-
AC080013.3	4.1	-0.1	1	-
AC009994.1	0.8	2.2	1	-
AC026740.1	1.6	0.5	1	-
AL031055.1	5.9	-1.2	1	-
AC104794.4	3.5	-0.9	1	-
AC008875.1	4.3	0.5	1	-
AL080317.2	2.5	0.6	1	-
AL603832.3	5.7	-0.6	1	-
AC008897.3	0.7	0.3	1	-
RF00012	3.1	1.6	1	-
AL662844.3	1.1	-1.9	1	-
AC019080.3	0.9	0.6	1	-
PLS3-AS1	4.9	-1	1	-
AC008937.3	5.5	0.2	1	-
AL445222.1	1.3	-1.6	1	-
AC073389.2	1	-1	1	-
AC012603.1	1.5	-0.2	1	-
AC073195.1	5.7	0.5	1	-
LINC01215	1	0.4	1	-
AL096865.1	4.8	0.6	1	-
Z84492.1	6	-0.5	1	-
AC114810.1	2.2	-2.5	1	-
AC026979.2	2.8	0.2	1	-
AC005740.4	2	0	1	-
AC025754.2	2.7	-1	1	-
AL136162.1	1.1	0.1	1	-
AC016747.2	4	0.1	1	-
AL357054.3	2.1	0.1	1	-
AC008972.1	1.2	-0.2	1	-
AC098614.3	5	1.6	1	-
AC017076.1	1.1	0.4	1	-
AC100803.3	0.7	1.8	1	-
AC090948.1	2	0.2	1	-
AL583856.2	1.1	-0.4	1	-
AC141002.1	1.5	0.7	1	-
RDM1P4	2.5	1.4	1	-
AC012640.4	4.2	-0.2	1	-
AC023302.1	2.3	0	1	-
AC013400.1	0.9	0.3	1	-
AL354872.2	1.7	-1	1	-
AC126118.1	6.1	-0.2	1	-
AC019080.4	3.4	0	1	-
AC034229.3	1.4	1.8	1	-
AC008592.5	3.9	-0.1	1	-
AC010240.3	1.5	0.1	1	-
AC064807.4	2.2	0.5	1	-
AL136984.1	1.1	0.8	1	-
SNORD14A	1.2	1.2	1	-
AP002907.1	4.6	-0.4	1	-
AC016405.2	2.6	2.5	1	-
AC091965.4	1	0.6	1	-
RNU6-6P	6	1.1	1	-
AC013472.3	3.2	0.3	1	-
AC016575.1	0.7	-2.1	1	-
AL365181.2	1.3	0	1	-
AC090186.1	0.9	-2.5	1	-
AL139423.1	2.2	-0.4	1	-
AC004233.2	1	0	1	-
AC008972.2	3.9	1.3	1	-
AL513218.1	2.4	0.5	1	-
AC026741.1	3.8	1.3	1	-
Z84492.2	1.9	-2.9	1	-
AC244517.1	4.9	0.6	1	-
AC008906.2	1.1	0	1	-
AC233992.3	2	-0.6	1	-
AC006058.3	3.2	-0.1	1	-
AC008966.2	0.6	1.7	1	-
AP006545.2	0.6	0.8	1	-
AL359715.3	5.8	-0.4	1	-
AL451064.1	0.9	0	1	-
ARF4-AS1	2.1	-0.9	1	-
AC244517.2	0.9	-1.1	1	-
AC055822.1	1.3	-0.1	1	-
AC008280.3	5.8	0.4	1	-
AL139022.2	3.6	-0.3	1	-
AF106564.1	1.1	1.1	1	-
AL355385.1	0.9	0.7	1	-
AC138696.2	5	1.6	1	-
AC011306.1	1.3	0.1	1	-
AC012557.2	2	-1.3	1	-
AC005041.3	4.3	0	1	-
AP003392.6	1.6	0.8	1	-
AL024508.2	0.5	-0.6	1	-
AL023583.1	2.2	0.2	1	-
AL645940.1	2.7	0.1	1	-
AC108865.2	0.6	0.3	1	-
AC103810.7	1	0	1	-
AL136304.1	2.2	1.4	1	-
AL136985.2	0.8	0.1	1	-
AC008945.1	6	-1	1	-
AL590438.1	1.5	0.2	1	-
AL645939.4	0.6	-1.9	1	-
AC080013.5	1.5	1.1	1	-
AL138831.2	1.1	-1.2	1	-
AC113361.1	0.9	1.4	1	-
AC034198.2	2.4	0.7	1	-
AC034236.3	0.9	1.5	1	-
AC021242.3	1.4	0.6	1	-
IER3-AS1	0.5	0.4	1	-
AC092687.3	3.3	0.8	1	-
AL031963.3	4.9	0.1	1	-
AL512329.2	5	-0.3	1	-
AC083964.1	5.1	-0.7	1	-
AC096887.1	3.4	-0.8	1	-
AC104113.1	2.6	0	1	-
AL445309.1	3.7	1.5	1	-
AL353581.1	0.7	1.1	1	-
AC107952.2	4.5	-1.2	1	-
AC116351.2	4	-1.3	1	-
AC116036.2	1.6	0	1	-
AC008035.1	5.6	-1	1	-
AC092354.2	2.9	-1	1	-
AC026979.3	3.6	0.3	1	-
AL008729.2	1.8	0.3	1	-
AC025171.5	3.9	0.2	1	-
AC016405.3	4.5	1.8	1	-
AC015802.5	1.8	0.8	1	-
AC005392.3	0.6	0.4	1	-
CD24	4.3	1.3	1	-
AL031775.2	2.6	0	1	-
AL022394.1	1.4	-1.7	1	-
AC025175.1	2.3	-0.4	1	-
AL513477.2	2.5	0.1	1	-
AL450270.1	1.4	0.6	1	-
LINC02637	3.8	-0.9	1	-
AL031432.3	1.4	0.5	1	-
AC137630.3	3.7	-0.9	1	-
AL353588.1	4.6	0.7	1	-
AL118558.4	3.5	0.6	1	-
AL158850.1	0.5	2.4	1	-
AL139246.5	1.2	0.5	1	-
AC113194.1	1.3	-0.3	1	-
AC139795.3	6.1	0	1	-
AP005328.1	0.5	0.3	1	-
AL031768.1	2.4	1	1	-
AL021807.1	6.1	0.3	1	-
AC006273.1	2.1	0.2	1	-
AL020996.3	1.3	-3.9	1	-
AL392183.1	0.6	0.5	1	-
AL109659.2	4.2	-1	1	-
AC090948.2	2.3	-0.8	1	-
AC104958.2	5.9	0.1	1	-
AC104964.4	4.2	-0.1	1	-
AL136982.6	3	1.9	1	-
AC087752.4	2.7	-0.9	1	-
AL645608.7	1.1	-2.8	1	-
CFAP206	2.1	0.5	1	-
AC099522.2	3.2	0	1	-
AC090948.3	0.9	-2.5	1	-
SNORA28	0.6	1.6	1	-
AC005014.3	0.6	1.5	1	-
AL021368.3	2.5	0.4	1	-
AL137246.1	0.6	-1.9	1	-
AC009974.1	2.6	-0.5	1	-
U91328.2	3.1	-0.4	1	-
AL512343.2	1.4	2.9	1	-
AC016745.2	4.6	-0.4	1	-
AC012511.1	0.6	-0.8	1	-
AC005162.3	0.6	-1.1	1	-
AL138762.1	5.9	0.9	1	-
MUSTN1	1.9	-0.6	1	-
AC027271.1	1.3	-1.4	1	-
AL031587.3	4.3	-0.2	1	-
AC139887.4	4.9	0.6	1	-
OR10AH1P	4.1	0	1	-
AC063944.3	0.8	-0.5	1	-
AC016394.2	5.9	0.9	1	-
AC007308.1	0.6	-0.7	1	-
AC010655.3	4.2	-2.2	1	-
AC015982.1	5.7	0.7	1	-
MAGI1-IT1	0.9	-1.5	1	-
AP000919.4	0.6	0.5	1	-
AC097504.2	1.6	-0.5	1	-
DOC2B	1.8	-0.6	1	-
AC079766.1	0.8	-2.3	1	-
AC110792.3	1.6	-0.4	1	-
AC024933.1	3.7	-0.2	1	-
AP000317.2	0.6	2.6	1	-
AC090425.1	0.8	-0.4	1	-
AC021097.1	0.9	3.2	1	-
AC073352.1	0.8	0.3	1	-
AC093635.1	1.2	0.7	1	-
AC004471.2	1.6	0	1	-
AP005329.3	4.7	-1.7	1	-
AC004832.4	0.9	-0.1	1	-
AL359091.4	4.3	-0.4	1	-
AC007620.3	0.7	-0.1	1	-
MESTIT1	2.6	3.2	1	-
AC046143.2	0.7	0.2	1	-
AL121658.1	5	0.5	1	-
AC112236.2	1.7	0.9	1	-
AC131235.2	0.6	-0.5	1	-
AC004982.1	2.2	-0.3	1	-
AP000345.2	1.1	2.6	1	-
AC069257.3	1.1	3.4	1	-
AL133245.1	2.9	0.4	1	-
AC093726.1	2.5	-4.8	1	-
AL596094.1	2.1	-0.4	1	-
AC097532.2	2.3	0.8	1	-
AC005696.2	4.2	-0.6	1	-
AC104109.3	1.8	-0.4	1	-
AC019193.2	1.6	0.9	1	-
AC253536.6	5.2	-0.5	1	-
AP000864.1	2.3	0.4	1	-
AC010976.2	1.7	-2.1	1	-
AC073389.3	3.6	-0.2	1	-
AC126283.1	0.8	0.9	1	-
AC006238.1	1.1	1.6	1	-
AC021851.1	0.7	1.1	1	-
AC015712.6	5.2	0	1	-
U91328.3	1.2	-0.2	1	-
AC245100.7	1.5	-1.1	1	-
AL844908.1	1.2	-2.1	1	-
AC002470.1	2.3	0.2	1	-
AL022238.3	1.6	-0.1	1	-
AL022328.1	6.2	0	1	-
AC211476.2	2.5	0.6	1	-
AC074044.1	0.7	2.8	1	-
Z93930.3	0.8	0.6	1	-
AC012360.2	1.2	-1.3	1	-
AC106052.1	0.9	1.5	1	-
AC135803.1	2.2	0.7	1	-
AL034548.1	0.8	1.1	1	-
AC092574.1	1.8	0.2	1	-
AL133551.1	5.2	0.5	1	-
AL109827.1	0.8	3.1	1	-
AL390726.2	1.4	-0.5	1	-
AC018648.1	0.9	-0.5	1	-
AC006033.2	2.4	0.1	1	-
AC090425.2	3	0	1	-
AC107294.1	0.8	0.3	1	-
AC107464.3	1.5	-0.4	1	-
AC099568.2	1	-0.4	1	-
OR6U2P	1.6	0	1	-
U62317.3	1.2	0.9	1	-
AL022324.3	0.6	1.8	1	-
AC079834.2	2.9	0.7	1	-
AL356299.2	0.9	0	1	-
RBAK-RBAKDN	4	0.6	1	-
AC024243.1	0.8	1.2	1	-
AC107294.2	5.8	1.5	1	-
AP000350.5	0.7	0.3	1	-
AC093388.1	3.9	0.2	1	-
AC009570.1	4.1	-0.7	1	-
LINC02012	2.3	0	1	-
AL731533.2	2.8	0	1	-
AL078644.2	1.7	0.4	1	-
AC021205.3	5.4	0.4	1	-
AL360270.3	2.2	1.2	1	-
AL353600.1	1.3	0.2	1	-
AC117490.2	1.8	-0.3	1	-
AP000240.1	3.4	-0.5	1	-
AC009690.3	3.2	2.2	1	-
AL358472.3	3.3	-1.4	1	-
AL844908.2	3.4	-0.9	1	-
DGCR9	0.8	-3.3	1	-
AC007684.1	1	-2.7	1	-
ATF4P2	1.9	0	1	-
C2orf15	4.8	-1.1	1	-
AL121845.2	0.8	3	1	-
CDC37L1-DT	5.4	0	1	-
AC017083.1	4.5	0.5	1	-
AC110609.1	1.3	-1.5	1	-
AC009309.1	4.9	0.2	1	-
Z73429.1	2.3	0.6	1	-
AL713999.1	0.4	-2.4	1	-
AP000255.1	1.8	-0.7	1	-
AL021707.8	1.2	-0.6	1	-
AP000322.2	0.5	-0.5	1	-
AL512598.1	4.6	0.9	1	-
AL162591.2	2.6	0	1	-
AC133528.1	3.6	-0.9	1	-
AC020634.1	1.6	-1	1	-
LINC01990	0.8	-2.4	1	-
PACERR	4.5	0.7	1	-
AC116651.1	0.4	-0.3	1	-
AC005021.1	1.6	0.3	1	-
AC007663.3	1.7	0.4	1	-
AL355512.1	1.2	-2.3	1	-
AC092587.1	2.2	0.3	1	-
AC124016.2	0.8	-0.3	1	-
AC108673.2	3.1	-0.4	1	-
BX323046.1	2.7	0.4	1	-
AC019193.3	0.6	0.3	1	-
AC131235.3	0.7	1.1	1	-
AC010619.2	3.1	0.7	1	-
AP000692.2	1.7	0	1	-
AC006946.2	3.6	0.4	1	-
AC069148.1	1.8	1.6	1	-
AP001437.1	5	-1	1	-
AC000068.2	0.7	0.8	1	-
AC097724.1	1.1	0	1	-
OR2A13P	1.3	0.7	1	-
AC013468.1	4.2	-0.8	1	-
Z82243.1	4.9	-1.3	1	-
AC092653.1	0.5	-0.5	1	-
AC010997.5	1.5	0.4	1	-
BX649632.1	2.4	-0.5	1	-
AF129075.2	0.9	-1.6	1	-
AC069200.1	1.8	-0.7	1	-
AC016737.2	1.2	1.7	1	-
AC092953.2	4.9	-0.6	1	-
AL121928.1	3	-0.2	1	-
AL360219.1	0.6	2.7	1	-
CNNM3-DT	3.1	-0.7	1	-
AL008718.2	3.8	0.2	1	-
AL121672.3	1.3	0.6	1	-
AC000068.3	2.9	1.1	1	-
AC016747.3	4.9	0	1	-
AC024560.3	5.3	0	1	-
AC058791.1	1.8	2	1	-
AC007032.1	1.7	2.3	1	-
AC023983.2	0.9	0	1	-
OR6L2P	2.3	1.1	1	-
AC099329.2	4.1	-0.5	1	-
AL662884.1	0.8	-0.7	1	-
AP005432.2	6	0	1	-
OR7M1P	0.6	1.7	1	-
AC103591.3	2.1	-1.1	1	-
AC104109.4	2.3	0.9	1	-
AC004832.5	1.3	-0.3	1	-
AL008718.3	0.9	-0.6	1	-
AP000894.4	1.6	-0.4	1	-
AL353801.3	2.1	-0.6	1	-
AL451074.5	0.8	0.2	1	-
AC006566.1	1.9	0	1	-
AL158071.5	6	0	1	-
AL137796.1	1.7	1	1	-
AC005005.3	4.9	0.4	1	-
AC083880.1	3.1	-0.4	1	-
AC004908.3	4.8	0.1	1	-
AC107294.3	1.4	1	1	-
AC069294.1	1	0.4	1	-
AL008582.1	1.1	0.5	1	-
AC004832.6	0.6	0	1	-
AC108673.3	1	0.4	1	-
AC133644.2	1.3	0.3	1	-
AC004067.1	5.6	-0.2	1	-
AL031666.3	1.6	-0.1	1	-
AC112503.2	1.2	1.3	1	-
AP000238.1	1.2	0.6	1	-
BX649601.1	0.7	1.3	1	-
AL157392.4	1.3	0.4	1	-
AL354760.1	2.2	-0.4	1	-
AL139339.2	5.8	0.1	1	-
AL354809.1	2.2	-1.5	1	-
RF00003	2.5	-0.6	1	-
SPDYE8P	5.5	0	1	-
AL139082.1	1.3	-0.3	1	-
AGBL1	0.6	-1.8	1	-
HIST1H4K	2.9	0.2	1	-
RF00017	2.3	0.1	1	-
RF00017	0.6	0	1	-
AC131009.3	3.1	-0.4	1	-
RF00017	1.2	0.7	1	-
AC211486.3	2.1	0.2	1	-
AC005562.2	0.7	-3.1	1	-
AL135999.2	3.9	0	1	-
RF02195	1.7	-0.4	1	-
AL354798.1	0.6	-0.1	1	-
AL139260.2	0.7	2.9	1	-
AC108125.1	3.1	0.2	1	-
AC021752.1	2.9	0	1	-
AC109583.2	1.1	0.3	1	-
AC004223.4	0.5	0.6	1	-
RF00004	1.6	0.8	1	-
AC091271.1	5.3	-0.1	1	-
AL021997.2	0.8	-0.3	1	-
AC106782.5	0.8	-0.2	1	-
RF00017	0.8	1.9	1	-
AC022558.3	1.7	0.4	1	-
U52112.1	1.1	-0.1	1	-
AL136040.1	4.5	0.2	1	-
AC022898.2	1.3	0.4	1	-
AC005695.3	0.7	-1.2	1	-
AL096828.3	0.6	0.8	1	-
AC008033.3	3	-0.2	1	-
AL133227.1	2.8	0.2	1	-
RF00017	1.5	0.2	1	-
AC027088.4	1	2.5	1	-
RF00017	3.5	-0.1	1	-
AC034102.9	1	0.8	1	-
AC211476.3	1.7	4.1	1	-
AC012313.9	5.9	1.3	1	-
AC011297.1	0.6	-1.8	1	-
RF00017	4.2	0.2	1	-
AC103858.2	0.5	1.5	1	-
AL513485.1	1.7	3.2	1	-
AL031667.3	1.4	0.2	1	-
AC009560.1	1.5	0.4	1	-
AC243654.1	0.5	-1.7	1	-
AC068722.2	2	-1.2	1	-
AC025162.2	1.1	-0.5	1	-
RF00017	0.5	-1.5	1	-
GOLGA6L1	0.5	2.4	1	-
HIST1H3G	0.7	-0.9	1	-
RF00017	2.1	0.3	1	-
AC121761.2	4.3	0.1	1	-
AC022079.1	0.7	-1	1	-
AL355365.1	0.7	-0.2	1	-
AL512506.1	2.6	-0.5	1	-
RF00017	2.5	0	1	-
RF00017	0.4	-0.3	1	-
AL136038.5	0.5	0.5	1	-
RF00017	2	-0.9	1	-
AC024909.1	6	-0.8	1	-
AL360169.2	2.3	1.3	1	-
AL590282.1	6	0.5	1	-
AC069209.1	1.3	1	1	-
AC092140.2	1.8	0.3	1	-
RF02271	1.9	-2.1	1	-
AC040978.1	2.4	-0.1	1	-
RF00017	3	0	1	-
AC005089.1	2.9	-0.1	1	-
AC106739.1	4.5	0	1	-
AC009032.1	1	0.3	1	-
ALOX15P1	4.5	0.6	1	-
AC074029.3	2	0.5	1	-
RF00017	3	0	1	-
AL133243.1	1.3	-0.8	1	-
SNX18P1Y	3.9	-0.2	1	-
AL035661.1	0.5	-1.5	1	-
AC004528.2	3.9	-2.7	1	-
H2AFB1	0.7	-2.1	1	-
AC011815.2	2.5	1.6	1	-
AC026333.4	1.1	-1.9	1	-
AL138689.1	1.6	1.3	1	-
RF00017	5.2	0.4	1	-
ANTXRL	0.5	-1.7	1	-
AC015912.3	3.7	-1.3	1	-
RF00017	1.8	-0.4	1	-
AP001065.1	3.4	0.3	1	-
TBC1D3H	8.1	20.1	1	-
AC073575.2	5.2	0.2	1	-
AJ011932.1	4.5	-0.4	1	-
AP003419.2	0.5	1.4	1	-
AC138649.1	1.3	-0.5	1	-
SYNGAP1-AS1	1.8	-0.3	1	-
AL137060.1	4	0.6	1	-
ADRA2B	0.6	-0.9	1	-
HIST1H2BE	3.5	1	1	-
AC015660.3	1.9	-1.1	1	-
AC023449.2	5.6	-1.1	1	-
LINC02334	5.1	0.2	1	-
AL136531.2	2.1	-0.9	1	-
AC032011.1	3.5	-0.2	1	-
AC005899.6	2.8	-0.1	1	-
AC016999.2	0.5	1.4	1	-
AL137000.1	0.6	1.6	1	-
AC105105.3	0.5	-1.7	1	-
AL355987.5	0.7	-0.1	1	-
AC087742.1	1.1	0	1	-
AC005702.3	0.7	2.9	1	-
AC090510.2	3.4	0.9	1	-
AC145423.2	0.8	0.2	1	-
RF02124	0.4	-1.3	1	-
C8orf89	2.9	1.8	1	-
AC078909.2	1.1	1.5	1	-
AC005790.1	2.2	-0.3	1	-
RF00017	1.3	0.5	1	-
AC023282.1	1.9	0.9	1	-
RF00017	1.2	-0.7	1	-
RF00017	0.8	1.2	1	-
AC105020.5	4.2	-0.1	1	-
FAM74A6	1.9	1.5	1	-
AC090970.2	4.5	1.5	1	-
AC138035.3	2	-1.3	1	-
AC083806.2	1.8	0.2	1	-
RNU2-1	3.2	-0.2	1	-
RF00017	2.7	0.6	1	-
RIMBP3B	1.7	-2.2	1	-
TBC1D3	48.2	-0.1	1	-
MIR378J	1	0.2	1	-
AC007671.1	1.8	2.4	1	-
AL669942.1	5.5	0.2	1	-
HIST1H2BO	1.1	0.5	1	-
AC106782.6	4.1	0.3	1	-
RN7SL625P	0.7	-0.2	1	-
LINC02371	1.4	0	1	-
RF00017	1	2.5	1	-
AC106886.3	1.8	-0.3	1	-
AC108704.1	0.6	0.1	1	-
AC099521.1	1.7	-0.1	1	-
RF00017	1.1	-0.5	1	-
RF00017	1.3	2.3	1	-
AL136964.1	4.3	1.7	1	-
AC079906.1	1.4	-1.6	1	-
AC004466.2	2.6	0.1	1	-
RF00017	1.3	-0.8	1	-
AC120498.9	5.2	0.1	1	-
AC243732.1	4.8	-0.1	1	-
RF02216	0.6	-2	1	-
AC018926.1	2	0.3	1	-
AC243829.1	1.3	0	1	-
AC016747.4	3.2	1.4	1	-
RF00017	4.8	-0.5	1	-
Z82195.2	3.9	0.6	1	-
AC090241.3	2.8	0	1	-
RF00017	4.6	-0.6	1	-
LINC01297	5	0.2	1	-
RF00017	1	2.4	1	-
RF02271	0.5	1.5	1	-
RF00017	1	1.2	1	-
RF00017	5.9	-0.1	1	-
AC068790.8	1.2	0.4	1	-
RF00017	1	1.6	1	-
AC087241.3	0.8	1.1	1	-
AC011487.4	0.7	-2	1	-
AC001226.1	0.5	0.4	1	-
AC004241.2	2.1	1.3	1	-
TBC1D3I	14	-3.3	1	-
AC079684.1	1.5	-0.2	1	-
AL109804.1	3.3	0	1	-
AC019322.3	1.5	0.3	1	-
AC092794.1	3.7	-0.5	1	-
HIST1H2AH	0.5	1.4	1	-
AL354950.1	0.8	0	1	-
AL353748.2	4.1	0.2	1	-
MIR6753	1.3	1.9	1	-
AC020663.3	0.6	-0.8	1	-
RF00017	1.7	-1.3	1	-
AL133492.1	2.3	-0.9	1	-
SEC22B3	6.1	0.2	1	-
CCL16	2.7	0.7	1	-
AC027348.1	1.1	0.6	1	-
AC005391.1	0.6	-1	1	-
AC018529.1	1.5	-0.7	1	-
AC245884.11	1.1	-0.5	1	-
HIST1H2AK	1.4	-0.1	1	-
AL121906.2	1.9	-0.1	1	-
RF02271	2	0	1	-
AC010503.4	2.3	0.1	1	-
AC009120.5	2.1	0.4	1	-
AC135048.3	3	0	1	-
RF00017	1.9	0.9	1	-
LINC02340	2.4	-0.1	1	-
AL136981.2	5.5	0.1	1	-
AC103746.1	5.2	-1.8	1	-
PDCD6IPP1	1.9	-0.4	1	-
AL354950.2	0.9	-3.4	1	-
AL138781.2	3.9	1.2	1	-
Z99129.1	0.6	-1.8	1	-
FGD5P1	3	0.4	1	-
AC091167.5	0.7	0.6	1	-
RF00017	4.6	0.7	1	-
AC100757.3	1.2	-1.4	1	-
AC019206.1	0.5	1.5	1	-
AC068790.9	3.3	1	1	-
AL445493.3	0.9	-1.5	1	-
AC018695.6	1.8	0.6	1	-
AL391095.3	1.1	2.6	1	-
AC026367.2	1.8	-0.3	1	-
HNF1B	0.7	0.5	1	-
AC002553.2	2.1	-0.6	1	-
AC253576.2	0.6	1.8	1	-
AC244100.2	1.6	-1	1	-
AL031008.1	1.3	0.2	1	-
AC020765.2	1.1	1	1	-
AC092119.3	1	0.4	1	-
AL845472.1	2.2	1.1	1	-
AL449403.2	0.5	-0.5	1	-
AC004678.1	0.9	0.5	1	-
AC009318.4	2.1	-0.3	1	-
AC087741.2	1.1	0.3	1	-
AC025031.4	3.9	-0.3	1	-
AP003419.3	1.9	-0.3	1	-
AL512652.1	0.6	0.5	1	-
LINC01730	3.8	-0.1	1	-
AC100835.2	2.7	4.7	1	-
AC006449.2	1.7	0.6	1	-
AC011477.7	0.8	0.1	1	-
STPG3-AS1	4.3	0.4	1	-
AC243965.2	2.6	0.2	1	-
RN7SKP175	4.2	-1.4	1	-
AL355073.2	0.8	0.2	1	-
AC022306.2	3.5	-1.4	1	-
RF00017	4.6	-0.6	1	-
XKR5	4.1	0.6	1	-
AC108479.2	0.8	0.9	1	-
AC004816.2	1.6	1	1	-
AL035461.2	1.6	-1.3	1	-
